vacancy_name,vacancy_reference,employer,employer_reference,location,service,min_salary,max_salary,vacancy_currency
Senior Data Scientist (NLP),https://yaroslavl.hh.ru/vacancy/44329503?from=vacancy_search_list&query=data%20scientist,Grid Dynamics,https://hh.ru/employer/802184,Санкт-Петербург,HeadHunter,,,
Senior Data Scientist в NLP лабораторию,https://yaroslavl.hh.ru/vacancy/46565336?from=vacancy_search_list&query=data%20scientist,Контур,https://hh.ru/employer/41862,Москва,HeadHunter,,,
Middle Data Scientist(Департамент E-commerce),https://yaroslavl.hh.ru/vacancy/46591407?from=vacancy_search_list&query=data%20scientist,АльфаСтрахование,https://hh.ru/employer/370,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/45940073?from=vacancy_search_list&query=data%20scientist,"EPAM Systems, Inc.",https://hh.ru/employer/632462,Минск,HeadHunter,,,
Business Data Scientist (Cyprus),https://yaroslavl.hh.ru/vacancy/45830553?from=vacancy_search_list&query=data%20scientist,Exness,https://hh.ru/employer/1312113,Москва,HeadHunter,,,
"Data scientist (Rec-Sys, HR-платформа)",https://yaroslavl.hh.ru/vacancy/46576049?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
"Teamlead Data scientist (клиентская аналитика), Ozon Express",https://yaroslavl.hh.ru/vacancy/45795989?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Москва,HeadHunter,,,
Data Engineer,https://yaroslavl.hh.ru/vacancy/46575423?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Санкт-Петербург,HeadHunter,,,
Senior Data Scientist (Recommender Systems),https://yaroslavl.hh.ru/vacancy/46476387?from=vacancy_search_list&query=data%20scientist,FUNCORP,https://hh.ru/employer/1212374,Москва,HeadHunter,220000.0,300000.0,руб.
ML Engineer,https://yaroslavl.hh.ru/vacancy/46652185?from=vacancy_search_list&query=data%20scientist,"Wargaming, Moscow",https://hh.ru/employer/662769?dpt=662769-662769-moscow,Москва,HeadHunter,,,
"Data scientist (NLP, Фабрика моделей)",https://yaroslavl.hh.ru/vacancy/46576050?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Аналитик данных,https://yaroslavl.hh.ru/vacancy/45830472?from=vacancy_search_list&query=data%20scientist,Ак Барс Банк,https://hh.ru/employer/47939,Казань,HeadHunter,,,
Team Lead /Senior data scientist,https://yaroslavl.hh.ru/vacancy/46623020?from=vacancy_search_list&query=data%20scientist,"ПАО МегаФон, IT",https://hh.ru/employer/3127?dpt=mgfn-3127-it,"Москва, Маяковская и еще 2 ",HeadHunter,,,
Data Scientist в команду Фото (ОК),https://yaroslavl.hh.ru/vacancy/42774494?from=vacancy_search_list&query=data%20scientist,"Mail.ru Group, Социальные сети, Одноклассники",https://hh.ru/employer/15478?dpt=mailru-15478-od,Санкт-Петербург,HeadHunter,,,
Senior Data Scientist в NLP лабораторию,https://yaroslavl.hh.ru/vacancy/46565335?from=vacancy_search_list&query=data%20scientist,Контур,https://hh.ru/employer/41862,Екатеринбург,HeadHunter,,,
Senior product analyst Cardholder,https://yaroslavl.hh.ru/vacancy/42072378?from=vacancy_search_list&query=data%20scientist,Приложение «Кошелёк»,https://hh.ru/employer/2032205,Санкт-Петербург,HeadHunter,150000.0,,руб.
Business Data Scientist (Cyprus),https://yaroslavl.hh.ru/vacancy/45808585?from=vacancy_search_list&query=data%20scientist,Exness,https://hh.ru/employer/1312113,Санкт-Петербург,HeadHunter,,,
Data Scientist - команда CLTV. Дивизион `Массовая персонализация`,https://yaroslavl.hh.ru/vacancy/46575427?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Senior bioinformatics scientist (RNAseq),https://yaroslavl.hh.ru/vacancy/46639826?from=vacancy_search_list&query=data%20scientist,ООО БОСТОНДЖИН,https://hh.ru/employer/2628219,"Москва, Павелецкая",HeadHunter,,,
"Teamlead Data scientist, Ozon Express",https://yaroslavl.hh.ru/vacancy/45628833?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,"Москва, Выставочная и еще 2 ",HeadHunter,,,
Data Science Team Lead (Personalization solutions),https://yaroslavl.hh.ru/vacancy/46592553?from=vacancy_search_list&query=data%20scientist,Lamoda,https://hh.ru/employer/780654,"Москва, Полежаевская и еще 1 ",HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/45686350?from=vacancy_search_list&query=data%20scientist,"ВСК, САО",https://hh.ru/employer/1439,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46505916?from=vacancy_search_list&query=data%20scientist,Selecty,https://hh.ru/employer/2406247,Москва,HeadHunter,,,
Python Data Scientist,https://yaroslavl.hh.ru/vacancy/46507909?from=vacancy_search_list&query=data%20scientist,Andersen,https://hh.ru/employer/851604,"Минск, Немига",HeadHunter,,,
Senior Data Scientist в NLP лабораторию,https://yaroslavl.hh.ru/vacancy/46565338?from=vacancy_search_list&query=data%20scientist,Контур,https://hh.ru/employer/41862,Иннополис,HeadHunter,,,
"Data Scientist, Price and Assortment Monitoring/Автоматический матчинг",https://yaroslavl.hh.ru/vacancy/45929078?from=vacancy_search_list&query=data%20scientist,Ozon Информационные технологии,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,"Москва, Деловой центр и еще 2 ",HeadHunter,,,
Data Scientist (Middle/Senior),https://yaroslavl.hh.ru/vacancy/46505445?from=vacancy_search_list&query=data%20scientist,X5 RETAIL GROUP,https://hh.ru/employer/4233,Москва,HeadHunter,,,
Middle Data Scientist,https://yaroslavl.hh.ru/vacancy/45284198?from=vacancy_search_list&query=data%20scientist,ПАО Магнитогорский металлургический комбинат,https://hh.ru/employer/824486,Магнитогорск,HeadHunter,,,
Senior Data scientist,https://yaroslavl.hh.ru/vacancy/46551122?from=vacancy_search_list&query=data%20scientist,Netcracker Technology Corp.,https://hh.ru/employer/3945,Саратов,HeadHunter,,,
Data Scientist (CRS),https://yaroslavl.hh.ru/vacancy/46553794?from=vacancy_search_list&query=data%20scientist,ЗАО Группа компаний С7,https://hh.ru/employer/766468,Москва,HeadHunter,,,
"Senior Data scientist (NLP/NLU, в Санкт-Петербург)",https://yaroslavl.hh.ru/vacancy/46611990?from=vacancy_search_list&query=data%20scientist,Cellar door,https://hh.ru/employer/4420523,Москва,HeadHunter,,,
Data engineer,https://yaroslavl.hh.ru/vacancy/38275082?from=vacancy_search_list&query=data%20scientist,СберЗвук,https://hh.ru/employer/1829949,Москва,HeadHunter,,,
Data Engineer / Python Developer,https://yaroslavl.hh.ru/vacancy/46598906?from=vacancy_search_list&query=data%20scientist,Devim,https://hh.ru/employer/2097195,"Санкт-Петербург, Старая Деревня",HeadHunter,,,
Data Scientist/Python Developer (remote),https://yaroslavl.hh.ru/vacancy/44958327?from=vacancy_search_list&query=data%20scientist,Nitka Technologies,https://hh.ru/employer/939874,Нижний Новгород,HeadHunter,,,
Python Data Scientist,https://yaroslavl.hh.ru/vacancy/46507968?from=vacancy_search_list&query=data%20scientist,Andersen,https://hh.ru/employer/851604,Санкт-Петербург,HeadHunter,,,
Data Scientist (Хаб Сочи),https://yaroslavl.hh.ru/vacancy/46515190?from=vacancy_search_list&query=data%20scientist,Сбер. Data Science,https://hh.ru/employer/3529?dpt=3529-3529-data,Сочи,HeadHunter,,,
Data scientist (финансовые риски),https://yaroslavl.hh.ru/vacancy/45458877?from=vacancy_search_list&query=data%20scientist,ПАО Ростелеком,https://hh.ru/employer/2748,Москва,HeadHunter,,,
Data scientist,https://yaroslavl.hh.ru/vacancy/46368462?from=vacancy_search_list&query=data%20scientist,НМЖК группа компаний,https://hh.ru/employer/321,Нижний Новгород,HeadHunter,,,
Senior Data Scientist в NLP лабораторию,https://yaroslavl.hh.ru/vacancy/46565337?from=vacancy_search_list&query=data%20scientist,Контур,https://hh.ru/employer/41862,Санкт-Петербург,HeadHunter,,,
ML Engineer / Data Scientist,https://yaroslavl.hh.ru/vacancy/44481907?from=vacancy_search_list&query=data%20scientist,more.tv,https://hh.ru/employer/1449?dpt=1449-1449-more,"Москва, Тульская",HeadHunter,,,
Big Data Developer with Python / Spark / AWS,https://yaroslavl.hh.ru/vacancy/40577198?from=vacancy_search_list&query=data%20scientist,Grid Dynamics,https://hh.ru/employer/802184,Санкт-Петербург,HeadHunter,,,
Data Analyst,https://yaroslavl.hh.ru/vacancy/46577439?from=vacancy_search_list&query=data%20scientist,Pushwoosh,https://hh.ru/employer/2655023,Новосибирск,HeadHunter,,,
Middle/Senior Data Scientist (DS Team) / remote,https://yaroslavl.hh.ru/vacancy/46494663?from=vacancy_search_list&query=data%20scientist,Semrush,https://hh.ru/employer/789662,"Санкт-Петербург, Московские ворота",HeadHunter,180000.0,,руб.
Data Scientist (Junior),https://yaroslavl.hh.ru/vacancy/46468358?from=vacancy_search_list&query=data%20scientist,IT_Selection,https://hh.ru/employer/747028,Москва,HeadHunter,1500.0,,USD
Senior Data Scientist (CV-алгоритмы),https://yaroslavl.hh.ru/vacancy/40558689?from=vacancy_search_list&query=data%20scientist,ООО ГПМ РТВ,https://hh.ru/employer/2155808?dpt=2155808-2155808-gpm,"Москва, Маяковская",HeadHunter,,,
Data Analyst,https://yaroslavl.hh.ru/vacancy/46537286?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Санкт-Петербург,HeadHunter,,,
Data Scientist / ML-engineer (NLP) Virtual Assistant solution team,https://yaroslavl.hh.ru/vacancy/44285456?from=vacancy_search_list&query=data%20scientist,Just AI,https://hh.ru/employer/3833791,"Санкт-Петербург, Петроградская и еще 1 ",HeadHunter,,,
Middle Data Scientist,https://yaroslavl.hh.ru/vacancy/46544796?from=vacancy_search_list&query=data%20scientist,Альфа-Банк. Digital & IT,https://hh.ru/employer/80?dpt=80-80-it,"Москва, Технопарк",HeadHunter,,,
Data Engineer,https://yaroslavl.hh.ru/vacancy/46537347?from=vacancy_search_list&query=data%20scientist,Сбер. Data Science,https://hh.ru/employer/3529?dpt=3529-3529-data,Санкт-Петербург,HeadHunter,,,
Data Scientist/Python Developer (remote),https://yaroslavl.hh.ru/vacancy/44958328?from=vacancy_search_list&query=data%20scientist,Nitka Technologies,https://hh.ru/employer/939874,Санкт-Петербург,HeadHunter,,,
Middle Data Scientist,https://yaroslavl.hh.ru/vacancy/45796341?from=vacancy_search_list&query=data%20scientist,Альфа-Банк. Экспертам и Руководителям,https://hh.ru/employer/80?dpt=80-80-expert,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46417534?from=vacancy_search_list&query=data%20scientist,Нек. орг. Федеральный институт повышения квалификации,https://hh.ru/employer/2240630,Нижний Новгород,HeadHunter,,100000.0,руб.
Bioinformatics scientist (NGS),https://yaroslavl.hh.ru/vacancy/46569255?from=vacancy_search_list&query=data%20scientist,ООО БОСТОНДЖИН,https://hh.ru/employer/2628219,"Москва, Павелецкая",HeadHunter,,,
Data scientist / главный специалист по анализу данных и моделированию,https://yaroslavl.hh.ru/vacancy/46602577?from=vacancy_search_list&query=data%20scientist,Группа НЛМК,https://hh.ru/employer/988387,"Москва, Полянка и еще 2 ",HeadHunter,,,
Junior Data Scientist,https://yaroslavl.hh.ru/vacancy/46427766?from=vacancy_search_list&query=data%20scientist,Сбер. IT,https://hh.ru/employer/3529?dpt=3529-3529-it,"Москва, Тульская",HeadHunter,,,
Senior Data Engineer/Team Lead Data Engineer,https://yaroslavl.hh.ru/vacancy/46583354?from=vacancy_search_list&query=data%20scientist,Национальный исследовательский университет Высшая школа экономики,https://hh.ru/employer/80981,Москва,HeadHunter,,300000.0,руб.
"Senior Consultant, Data Science, IT Advisory",https://yaroslavl.hh.ru/vacancy/41820311?from=vacancy_search_list&query=data%20scientist,ТОО KPMG,https://hh.ru/employer/166599,Алматы,HeadHunter,,,
Team Lead Data Scientist,https://yaroslavl.hh.ru/vacancy/46488530?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,"Москва, Выставочная и еще 2 ",HeadHunter,,,
Ведущий Data Scientist,https://yaroslavl.hh.ru/vacancy/46531647?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Senior Data scientist,https://yaroslavl.hh.ru/vacancy/45111949?from=vacancy_search_list&query=data%20scientist,ПАО Магнитогорский металлургический комбинат,https://hh.ru/employer/824486,Магнитогорск,HeadHunter,,,
Data Scientist в Fintech-компанию,https://yaroslavl.hh.ru/vacancy/45687628?from=vacancy_search_list&query=data%20scientist,РобоФинанс,https://hh.ru/employer/2716012,Москва,HeadHunter,,,
"Data Scientist (python, machine learning)",https://yaroslavl.hh.ru/vacancy/46471625?from=vacancy_search_list&query=data%20scientist,Лаборатория Касперского,https://hh.ru/employer/1057,"Москва, Водный стадион",HeadHunter,,,
Data Scientist/Data Engineer,https://yaroslavl.hh.ru/vacancy/46487215?from=vacancy_search_list&query=data%20scientist,Лаборатория Касперского,https://hh.ru/employer/1057,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/45889940?from=vacancy_search_list&query=data%20scientist,Teradata,https://hh.ru/employer/196122,"Москва, Бауманская",HeadHunter,,,
Ведущий аналитик Data Scientist,https://yaroslavl.hh.ru/vacancy/46488866?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,"Москва, Выставочная и еще 2 ",HeadHunter,,,
Data Scientist / Machine Learning Engineer,https://yaroslavl.hh.ru/vacancy/45678037?from=vacancy_search_list&query=data%20scientist,AliExpress Россия,https://hh.ru/employer/2592107,Москва,HeadHunter,,,
Ведущий аналитик Data Scientist,https://yaroslavl.hh.ru/vacancy/46488883?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Санкт-Петербург,HeadHunter,,,
Data Scientist (Middle),https://yaroslavl.hh.ru/vacancy/46467459?from=vacancy_search_list&query=data%20scientist,IT_Selection,https://hh.ru/employer/747028,Москва,HeadHunter,,3000.0,USD
Data Analyst / Data Scientist,https://yaroslavl.hh.ru/vacancy/42814257?from=vacancy_search_list&query=data%20scientist,ZiMAD,https://hh.ru/employer/780623,Минск,HeadHunter,,,
Ведущий аналитик Data Scientist,https://yaroslavl.hh.ru/vacancy/46488897?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Нижний Новгород,HeadHunter,,,
Ведущий аналитик Data Scientist,https://yaroslavl.hh.ru/vacancy/46488904?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Екатеринбург,HeadHunter,,,
Ведущий аналитик Data Scientist,https://yaroslavl.hh.ru/vacancy/46488906?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Новосибирск,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46424999?from=vacancy_search_list&query=data%20scientist,НПФ БУДУЩЕЕ,https://hh.ru/employer/42954,"Москва, Трубная и еще 1 ",HeadHunter,,,
Senior Data Scientist в команду CVM AI,https://yaroslavl.hh.ru/vacancy/46456128?from=vacancy_search_list&query=data%20scientist,Райффайзенбанк,https://hh.ru/employer/4023,"Москва, Технопарк",HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/45725967?from=vacancy_search_list&query=data%20scientist,Wisebits,https://hh.ru/employer/1689648,Москва,HeadHunter,300000.0,,руб.
Team Lead Data Scientist,https://yaroslavl.hh.ru/vacancy/46488575?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Санкт-Петербург,HeadHunter,,,
"Data Scientist, Поиск",https://yaroslavl.hh.ru/vacancy/46486798?from=vacancy_search_list&query=data%20scientist,Ozon Информационные технологии,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,Санкт-Петербург,HeadHunter,,,
"Data Scientist, Поиск",https://yaroslavl.hh.ru/vacancy/46487038?from=vacancy_search_list&query=data%20scientist,Ozon Информационные технологии,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,"Москва, Деловой центр и еще 2 ",HeadHunter,,,
Senior Data Analyst / Старший аналитик данных,https://yaroslavl.hh.ru/vacancy/45714376?from=vacancy_search_list&query=data%20scientist,"ООО Mars (CHOCOLATE, PETCARE, FOOD)",https://hh.ru/employer/205?dpt=mars-205-chpf,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/45688977?from=vacancy_search_list&query=data%20scientist,Lamoda,https://hh.ru/employer/780654,"Москва, Полежаевская и еще 1 ",HeadHunter,,,
Team Lead Data Scientist,https://yaroslavl.hh.ru/vacancy/46488590?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Нижний Новгород,HeadHunter,,,
Руководитель направления Data science,https://yaroslavl.hh.ru/vacancy/44531878?from=vacancy_search_list&query=data%20scientist,Центральный банк Российской Федерации,https://hh.ru/employer/47858,Санкт-Петербург,HeadHunter,,,
Team Lead Data Scientist,https://yaroslavl.hh.ru/vacancy/46488613?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Новосибирск,HeadHunter,,,
Data Analyst,https://yaroslavl.hh.ru/vacancy/46161675?from=vacancy_search_list&query=data%20scientist,NielsenIQ,https://hh.ru/employer/257,Москва,HeadHunter,,,
Data Analyst / Data Scientist,https://yaroslavl.hh.ru/vacancy/42814862?from=vacancy_search_list&query=data%20scientist,ZiMAD,https://hh.ru/employer/780623,Гомель,HeadHunter,,,
Data Scientist Департамента машинного обучения и работе с данными,https://yaroslavl.hh.ru/vacancy/45195946?from=vacancy_search_list&query=data%20scientist,АльфаСтрахование,https://hh.ru/employer/370,"Москва, Шаболовская",HeadHunter,,,
Middle Data Scientist,https://yaroslavl.hh.ru/vacancy/45629622?from=vacancy_search_list&query=data%20scientist,АО First Heartland Jusan Bank,https://hh.ru/employer/146547,Алматы,HeadHunter,400000.0,650000.0,KZT
Data Scientist,https://yaroslavl.hh.ru/vacancy/45703689?from=vacancy_search_list&query=data%20scientist,"Иннотех, Группа компаний",https://hh.ru/employer/4649269,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/45704518?from=vacancy_search_list&query=data%20scientist,Почтовые технологии,https://hh.ru/employer/4543942,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46441851?from=vacancy_search_list&query=data%20scientist,ЗАО Группа компаний С7,https://hh.ru/employer/766468,Москва,HeadHunter,,,
Преподаватель по статистике и теории вероятности для курса Data Science,https://yaroslavl.hh.ru/vacancy/46459928?from=vacancy_search_list&query=data%20scientist,Skillbox,https://hh.ru/employer/2863076,Москва,HeadHunter,180000.0,240000.0,руб.
Data scientist (розничные риски),https://yaroslavl.hh.ru/vacancy/46420821?from=vacancy_search_list&query=data%20scientist,Ак Барс Банк,https://hh.ru/employer/47939,Казань,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46357297?from=vacancy_search_list&query=data%20scientist,EY (Эрнст энд Янг),https://hh.ru/employer/4900,Москва,HeadHunter,,,
Data Scientist ASR / TTS,https://yaroslavl.hh.ru/vacancy/45559729?from=vacancy_search_list&query=data%20scientist,Wanted,https://hh.ru/employer/5174849,Москва,HeadHunter,230000.0,400000.0,руб.
Data Scientist / Senior Data Scientist/ Lead Data Scientist,https://yaroslavl.hh.ru/vacancy/45533155?from=vacancy_search_list&query=data%20scientist,McKinsey & Company,https://hh.ru/employer/1776,"Москва, Белорусская",HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46387357?from=vacancy_search_list&query=data%20scientist,Warefly,https://hh.ru/employer/863629,Казань,HeadHunter,,,
Data scientist,https://yaroslavl.hh.ru/vacancy/45980259?from=vacancy_search_list&query=data%20scientist,ООО Брусника,https://hh.ru/employer/1066018,"Екатеринбург, Площадь 1905 года",HeadHunter,,,
Team Lead Data Scientist,https://yaroslavl.hh.ru/vacancy/46488603?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Екатеринбург,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46428409?from=vacancy_search_list&query=data%20scientist,Softline,https://hh.ru/employer/2381,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46439665?from=vacancy_search_list&query=data%20scientist,Itransition,https://hh.ru/employer/204511,Минск,HeadHunter,,,
Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/46191096?from=vacancy_search_list&query=data%20scientist,ООО Автостат Медиа,https://hh.ru/employer/4977721,"Москва, Беговая и еще 2 ",HeadHunter,180000.0,,руб.
Эксперт Направления Data Scientist,https://yaroslavl.hh.ru/vacancy/46586893?from=vacancy_search_list&query=data%20scientist,АО ForteBank,https://hh.ru/employer/24761,Нур-Султан,HeadHunter,,290000.0,KZT
Data scientist (Центр валидации моделей розничного бизнеса),https://yaroslavl.hh.ru/vacancy/45622102?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/45620580?from=vacancy_search_list&query=data%20scientist,oneFactor,https://hh.ru/employer/2336426,Москва,HeadHunter,,,
Data Scientist (Time Series),https://yaroslavl.hh.ru/vacancy/46461069?from=vacancy_search_list&query=data%20scientist,DigitalHR,https://hh.ru/employer/913195,Москва,HeadHunter,,,
Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/44727219?from=vacancy_search_list&query=data%20scientist,"Mail.ru Group, Другое",https://hh.ru/employer/15478?dpt=mailru-15478-other,"Москва, Аэропорт",HeadHunter,,,
Data scientist Middle/Senior на развитие виртуального ассистента Салют,https://yaroslavl.hh.ru/vacancy/46407395?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46376966?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Екатеринбург,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/45380927?from=vacancy_search_list&query=data%20scientist,Метинвест Диджитал,https://hh.ru/employer/5044286,Киев,HeadHunter,,,
Data scientist,https://yaroslavl.hh.ru/vacancy/44114814?from=vacancy_search_list&query=data%20scientist,Сибур,https://hh.ru/employer/3809?dpt=sbr-3809-sibb,Нижний Новгород,HeadHunter,,,
Data-scientist,https://yaroslavl.hh.ru/vacancy/44653300?from=vacancy_search_list&query=data%20scientist,Hyper,https://hh.ru/employer/4855149,"Москва, Улица 1905 года",HeadHunter,,,
Data Analyst/ Data Scientist,https://yaroslavl.hh.ru/vacancy/45693700?from=vacancy_search_list&query=data%20scientist,ZiMAD,https://hh.ru/employer/780623,Калуга,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46359388?from=vacancy_search_list&query=data%20scientist,BestDoctor,https://hh.ru/employer/2730772,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/45726404?from=vacancy_search_list&query=data%20scientist,ЗАО Научсофт,https://hh.ru/employer/746783,Минск,HeadHunter,,,
Senior Data Engineer (Берлин / Брауншвайг),https://yaroslavl.hh.ru/vacancy/46347207?from=vacancy_search_list&query=data%20scientist,NEW YORKER,https://hh.ru/employer/600589,Москва,HeadHunter,7000.0,8000.0,EUR
"Data scientist, Собственные продажи",https://yaroslavl.hh.ru/vacancy/46335287?from=vacancy_search_list&query=data%20scientist,Ozon Информационные технологии,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,"Москва, Выставочная и еще 2 ",HeadHunter,,,
Data scientist,https://yaroslavl.hh.ru/vacancy/46380065?from=vacancy_search_list&query=data%20scientist,Экспириенс,https://hh.ru/employer/1319166,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46341748?from=vacancy_search_list&query=data%20scientist,Акуматика,https://hh.ru/employer/1055151,Москва,HeadHunter,,,
"Cloud Data Scientist (AWS, remote)",https://yaroslavl.hh.ru/vacancy/46358397?from=vacancy_search_list&query=data%20scientist,ООО ClearScale,https://hh.ru/employer/1574063,Санкт-Петербург,HeadHunter,350000.0,,руб.
Senior Data Engineer (Берлин / Брауншвайг),https://yaroslavl.hh.ru/vacancy/46347208?from=vacancy_search_list&query=data%20scientist,NEW YORKER,https://hh.ru/employer/600589,Санкт-Петербург,HeadHunter,7000.0,8000.0,EUR
Senior Data Engineer (Берлин / Брауншвайг),https://yaroslavl.hh.ru/vacancy/46347208?from=vacancy_search_list&query=data%20scientist,NEW YORKER,https://hh.ru/employer/600589,Санкт-Петербург,HeadHunter,7000.0,8000.0,EUR
Data Scientist / ML-инженер (Big Data),https://yaroslavl.hh.ru/vacancy/45743094?from=vacancy_search_list&query=data%20scientist,"ПАО «МТС», IT",https://hh.ru/employer/3776?dpt=mts-3776-it,"Москва, Технопарк",HeadHunter,,,
Data analyst/Data Scientist),https://yaroslavl.hh.ru/vacancy/37638313?from=vacancy_search_list&query=data%20scientist,ООО Гарда Технологии,https://hh.ru/employer/3093773,"Нижний Новгород, Горьковская",HeadHunter,,,
"Data Scientist, Поиск / Анализ спроса",https://yaroslavl.hh.ru/vacancy/44177733?from=vacancy_search_list&query=data%20scientist,Ozon Информационные технологии,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,"Москва, Деловой центр и еще 2 ",HeadHunter,,,
Data Scientist / Проект,https://yaroslavl.hh.ru/vacancy/46392994?from=vacancy_search_list&query=data%20scientist,Нек. орг. Федеральный институт повышения квалификации,https://hh.ru/employer/2240630,Иннополис,HeadHunter,,100000.0,руб.
Middle data scientist (ЦКМ / Корпоративный блок),https://yaroslavl.hh.ru/vacancy/46384980?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Data scientist,https://yaroslavl.hh.ru/vacancy/46172060?from=vacancy_search_list&query=data%20scientist,"Hi, Rockits!",https://hh.ru/employer/1111058,Москва,HeadHunter,,,
Data scientist (гео-аналитика),https://yaroslavl.hh.ru/vacancy/46380821?from=vacancy_search_list&query=data%20scientist,Экспириенс,https://hh.ru/employer/1319166,"Москва, Маяковская",HeadHunter,,,
Data engineer,https://yaroslavl.hh.ru/vacancy/45377355?from=vacancy_search_list&query=data%20scientist,Lamoda,https://hh.ru/employer/780654,Москва,HeadHunter,,,
Machine learning engineer,https://yaroslavl.hh.ru/vacancy/46384344?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Санкт-Петербург,HeadHunter,,,
Бизнес-аналитик | Data Scientist,https://yaroslavl.hh.ru/vacancy/45213733?from=vacancy_search_list&query=data%20scientist,Центр Разработки Мультимедийных Материалов,https://hh.ru/employer/615350,"Москва, Раменки",HeadHunter,100000.0,,руб.
Data Scientist,https://yaroslavl.hh.ru/vacancy/43783131?from=vacancy_search_list&query=data%20scientist,ГК Innostage,https://hh.ru/employer/4350075,Казань,HeadHunter,,,
