vacancy_name,vacancy_reference,employer,employer_reference,location,service,min_salary,max_salary,vacancy_currency
Продуктовый аналитик в команду Big Data,https://yaroslavl.hh.ru/vacancy/45982692?from=vacancy_search_list&query=data%20scientist,"ПАО МегаФон, IT",https://hh.ru/employer/3127?dpt=mgfn-3127-it,"Москва, Маяковская и еще 2 ",HeadHunter,,,
Data Scientist (Junior+/Middle),https://yaroslavl.hh.ru/vacancy/46557827?from=vacancy_search_list&query=data%20scientist,Admitad,https://hh.ru/employer/790022,Москва,HeadHunter,,,
Руководитель направления по аналитике данных (Lead data scientist),https://yaroslavl.hh.ru/vacancy/46831748?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Lead/Senior Data scientist,https://yaroslavl.hh.ru/vacancy/46589404?from=vacancy_search_list&query=data%20scientist,Marfatech,https://hh.ru/employer/5550364,"Москва, Тульская",HeadHunter,,,
Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/43524482?from=vacancy_search_list&query=data%20scientist,ЛАНИТ. Департамент корпоративных систем,https://hh.ru/employer/733?dpt=733-733-corp,"Москва, Алексеевская и еще 2 ",HeadHunter,,,
Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/46427890?from=vacancy_search_list&query=data%20scientist,Билайн,https://hh.ru/employer/4934,Москва,HeadHunter,,,
Middle Data Scientist,https://yaroslavl.hh.ru/vacancy/46742801?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Data Scientist ML Space & AI Services,https://yaroslavl.hh.ru/vacancy/45392651?from=vacancy_search_list&query=data%20scientist,SberCloud,https://hh.ru/employer/3853446,Москва,HeadHunter,,,
Инженер данных (Data Engineer),https://yaroslavl.hh.ru/vacancy/42013644?from=vacancy_search_list&query=data%20scientist,"Mail.ru Group, Другое",https://hh.ru/employer/15478?dpt=mailru-15478-other,Москва,HeadHunter,,,
Data Scientist NLP Core,https://yaroslavl.hh.ru/vacancy/45989826?from=vacancy_search_list&query=data%20scientist,Сбер. IT,https://hh.ru/employer/3529?dpt=3529-3529-it,"Москва, Кутузовская",HeadHunter,,,
Machine Learning Engineer / Data Scientist,https://yaroslavl.hh.ru/vacancy/46853984?from=vacancy_search_list&query=data%20scientist,АО Аркадия,https://hh.ru/employer/208902,"Санкт-Петербург, Выборгская и еще 1 ",HeadHunter,,,
Валидатор моделей производных финансовых инструментов (Data scientist),https://yaroslavl.hh.ru/vacancy/46829496?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Junior data engineer,https://yaroslavl.hh.ru/vacancy/46866528?from=vacancy_search_list&query=data%20scientist,"ПАО МегаФон, IT",https://hh.ru/employer/3127?dpt=mgfn-3127-it,"Москва, Маяковская и еще 2 ",HeadHunter,,,
Data Scientist (quant trader),https://yaroslavl.hh.ru/vacancy/46498247?from=vacancy_search_list&query=data%20scientist,Корсаков Евгений Александрович,https://hh.ru/employer/4669516,Москва,HeadHunter,,,
Data Scientist NLP,https://yaroslavl.hh.ru/vacancy/46422573?from=vacancy_search_list&query=data%20scientist,ЦРТ | Группа компаний,https://hh.ru/employer/4585,"Санкт-Петербург, Выборгская и еще 2 ",HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46121510?from=vacancy_search_list&query=data%20scientist,Метинвест Диджитал,https://hh.ru/employer/5044286,Запорожье,HeadHunter,,,
Data scientist,https://yaroslavl.hh.ru/vacancy/46771789?from=vacancy_search_list&query=data%20scientist,First Line Software,https://hh.ru/employer/638130,Санкт-Петербург,HeadHunter,,,
Data Scientist (валидация моделей),https://yaroslavl.hh.ru/vacancy/46059292?from=vacancy_search_list&query=data%20scientist,"«РОСБАНК, Societe Generale Group»",https://hh.ru/employer/599?dpt=rosbank-599-bezo,Москва,HeadHunter,,,
Middle/Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/46719989?from=vacancy_search_list&query=data%20scientist,TradingView,https://hh.ru/employer/1235972,Ростов-на-Дону,HeadHunter,,,
Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/46742779?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Санкт-Петербург,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46403486?from=vacancy_search_list&query=data%20scientist,Инфосистемы Джет,https://hh.ru/employer/3095,"Москва, Савеловская",HeadHunter,,,
Data Scientist ‎,https://yaroslavl.hh.ru/vacancy/46298233?from=vacancy_search_list&query=data%20scientist,"Wargaming, Moscow",https://hh.ru/employer/662769?dpt=662769-662769-moscow,Москва,HeadHunter,,,
Senior Data scientist / Старший специалист по работе с данными и эконометрике,https://yaroslavl.hh.ru/vacancy/44959475?from=vacancy_search_list&query=data%20scientist,dentsu,https://hh.ru/employer/6528,Москва,HeadHunter,,,
Старший Аналитик (Эконометрическое моделирование)/ Senior Data scientist,https://yaroslavl.hh.ru/vacancy/43822812?from=vacancy_search_list&query=data%20scientist,dentsu,https://hh.ru/employer/6528,Москва,HeadHunter,,,
ML Engineer,https://yaroslavl.hh.ru/vacancy/46759360?from=vacancy_search_list&query=data%20scientist,Билайн,https://hh.ru/employer/4934,Москва,HeadHunter,,,
Data Science Team Lead,https://yaroslavl.hh.ru/vacancy/46798431?from=vacancy_search_list&query=data%20scientist,ООО Гудфокаст,https://hh.ru/employer/2782259,"Москва, Калужская",HeadHunter,,,
Lead/senior Data engineer,https://yaroslavl.hh.ru/vacancy/41845516?from=vacancy_search_list&query=data%20scientist,"Лента, федеральная розничная сеть, IT ",https://hh.ru/employer/7172?dpt=7172-7172-it,Москва,HeadHunter,,,
Middle Data Scientist,https://yaroslavl.hh.ru/vacancy/43959794?from=vacancy_search_list&query=data%20scientist,Ridex GmbH,https://hh.ru/employer/3060884,"Новосибирск, Площадь Ленина",HeadHunter,,,
Ведущий Data Scientist / RNA Lead,https://yaroslavl.hh.ru/vacancy/46213657?from=vacancy_search_list&query=data%20scientist,Click,https://hh.ru/employer/2053040,"Санкт-Петербург, Петроградская",HeadHunter,,,
Senior Data Scientist (Управление валидации),https://yaroslavl.hh.ru/vacancy/46826607?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Senior data scientist (Team Lead),https://yaroslavl.hh.ru/vacancy/46333700?from=vacancy_search_list&query=data%20scientist,Билайн,https://hh.ru/employer/4934,Москва,HeadHunter,,,
Lead Data Scientist,https://yaroslavl.hh.ru/vacancy/42493107?from=vacancy_search_list&query=data%20scientist,ООО РАБЛЗ,https://hh.ru/employer/2223982,Москва,HeadHunter,,500000.0,руб.
Data Scientist (СМБ/КИБ),https://yaroslavl.hh.ru/vacancy/46715915?from=vacancy_search_list&query=data%20scientist,"Иннотех, Группа компаний",https://hh.ru/employer/4649269,Москва,HeadHunter,,,
Data Scientist (Data Lab Team),https://yaroslavl.hh.ru/vacancy/46681550?from=vacancy_search_list&query=data%20scientist,Semrush,https://hh.ru/employer/789662,"Санкт-Петербург, Московские ворота",HeadHunter,180000.0,,руб.
Data Scientist,https://yaroslavl.hh.ru/vacancy/46700279?from=vacancy_search_list&query=data%20scientist,АО ДБ Альфа-Банк,https://hh.ru/employer/47468,Алматы,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/40593090?from=vacancy_search_list&query=data%20scientist,ООО Строительный Двор,https://hh.ru/employer/665449,Тюмень,HeadHunter,,,
Middle/Senior Data Scientist ,https://yaroslavl.hh.ru/vacancy/46777283?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/46742812?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Скоринг-аналитик / Data scientist /Аналитик (скоринг),https://yaroslavl.hh.ru/vacancy/45672547?from=vacancy_search_list&query=data%20scientist,Займ-Экспресс,https://hh.ru/employer/802852,"Москва, Краснопресненская и еще 1 ",HeadHunter,,,
Data Scientist (Аналитик),https://yaroslavl.hh.ru/vacancy/41605370?from=vacancy_search_list&query=data%20scientist,ООО МКК Срочноденьги,https://hh.ru/employer/667710,"Нижний Новгород, Горьковская",HeadHunter,60000.0,,руб.
Data scientist (Predictive Analytics),https://yaroslavl.hh.ru/vacancy/46705600?from=vacancy_search_list&query=data%20scientist,Университет Иннополис,https://hh.ru/employer/1160188,Казань,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46691609?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Екатеринбург,HeadHunter,,,
Senior Data Scientist/ML Engineer SberDevices,https://yaroslavl.hh.ru/vacancy/46688716?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Data Scientist // Relocation,https://yaroslavl.hh.ru/vacancy/45926430?from=vacancy_search_list&query=data%20scientist,Wisebits,https://hh.ru/employer/1689648,Москва,HeadHunter,,,
Data scientist (оптимизационное моделирование),https://yaroslavl.hh.ru/vacancy/45168316?from=vacancy_search_list&query=data%20scientist,NFP,https://hh.ru/employer/3038792,"Москва, Спортивная",HeadHunter,,,
Data Engineer,https://yaroslavl.hh.ru/vacancy/46719961?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Python Data Engineer (Wind),https://yaroslavl.hh.ru/vacancy/46356994?from=vacancy_search_list&query=data%20scientist,Semrush,https://hh.ru/employer/789662,"Санкт-Петербург, Московские ворота",HeadHunter,,,
Data Scientist (Big Data),https://yaroslavl.hh.ru/vacancy/46715930?from=vacancy_search_list&query=data%20scientist,"Иннотех, Группа компаний",https://hh.ru/employer/4649269,Москва,HeadHunter,,,
Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/42088119?from=vacancy_search_list&query=data%20scientist,Циан,https://hh.ru/employer/1429999,Москва,HeadHunter,,,
Data Engineer,https://yaroslavl.hh.ru/vacancy/45568954?from=vacancy_search_list&query=data%20scientist,"«РОСБАНК, Societe Generale Group»",https://hh.ru/employer/599?dpt=rosbank-599-opyt,Москва,HeadHunter,,,
Data Scientist (Computer Vision),https://yaroslavl.hh.ru/vacancy/39972147?from=vacancy_search_list&query=data%20scientist,Группа компаний ФЛЭШ,https://hh.ru/employer/11685,Ростов-на-Дону,HeadHunter,100000.0,,руб.
Senior Data Scientist (CLTV),https://yaroslavl.hh.ru/vacancy/46742772?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Санкт-Петербург,HeadHunter,,,
Data Scientist (Middle/Senior),https://yaroslavl.hh.ru/vacancy/46700338?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Senior Data Scientist (NLP),https://yaroslavl.hh.ru/vacancy/43658985?from=vacancy_search_list&query=data%20scientist,ООО Актион Технологии,https://hh.ru/employer/3460322,"Москва, Дмитровская",HeadHunter,,,
Data Engineer,https://yaroslavl.hh.ru/vacancy/44237332?from=vacancy_search_list&query=data%20scientist,Toughbyte,https://hh.ru/employer/2428532,Испания,HeadHunter,,,
Senior Data Scientist/ML Engineer SberDevices,https://yaroslavl.hh.ru/vacancy/45656342?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Data Scientist (recommender systems),https://yaroslavl.hh.ru/vacancy/39881292?from=vacancy_search_list&query=data%20scientist,СберСпасибо,https://hh.ru/employer/4315301,Москва,HeadHunter,,,
Data engineer,https://yaroslavl.hh.ru/vacancy/46759894?from=vacancy_search_list&query=data%20scientist,"МАГНИТ, Розничная сеть",https://hh.ru/employer/49357,Москва,HeadHunter,,,
Senior Data Scientist (рекомендательная система Пульс),https://yaroslavl.hh.ru/vacancy/44758006?from=vacancy_search_list&query=data%20scientist,"Mail.ru Group, Другое",https://hh.ru/employer/15478?dpt=mailru-15478-other,"Москва, Аэропорт",HeadHunter,,,
Data Scientist (Middle/ Senior),https://yaroslavl.hh.ru/vacancy/40072273?from=vacancy_search_list&query=data%20scientist,КОМПЛИТ,https://hh.ru/employer/1587,"Санкт-Петербург, Старая Деревня",HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/45920692?from=vacancy_search_list&query=data%20scientist,Samsung Research Center,https://hh.ru/employer/429,"Москва, Савеловская",HeadHunter,,,
Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/44594615?from=vacancy_search_list&query=data%20scientist,Rambler Group,https://hh.ru/employer/8620,"Москва, Тульская",HeadHunter,,,
"R&D Data Scientist (Machine learning, Data mining)",https://yaroslavl.hh.ru/vacancy/45188527?from=vacancy_search_list&query=data%20scientist,Siemens,https://hh.ru/employer/2935,Санкт-Петербург,HeadHunter,,,
Data Scientist(NLP),https://yaroslavl.hh.ru/vacancy/46691607?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Екатеринбург,HeadHunter,,,
Senior Data scientist (Управление моделирования и исследования данных),https://yaroslavl.hh.ru/vacancy/46701805?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Middle/Senior Data Scientist (computer vision),https://yaroslavl.hh.ru/vacancy/44722047?from=vacancy_search_list&query=data%20scientist,inDriver,https://hh.ru/employer/2524797,"Москва, Белорусская",HeadHunter,,,
Научный сотрудник (Data scientist),https://yaroslavl.hh.ru/vacancy/46480709?from=vacancy_search_list&query=data%20scientist,ГБУЗ «Научно-практический клинический центр диагностики и телемедицинских технологий ДЗМ»,https://hh.ru/employer/2138525,Москва,HeadHunter,,,
"R&D Data Scientist (Machine learning, Data mining)",https://yaroslavl.hh.ru/vacancy/45188528?from=vacancy_search_list&query=data%20scientist,Siemens,https://hh.ru/employer/2935,Москва,HeadHunter,,,
"Data Scientist. MassPers, Персональные предложения",https://yaroslavl.hh.ru/vacancy/46753599?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/46692196?from=vacancy_search_list&query=data%20scientist,ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/ALTEL),https://hh.ru/employer/111304,Алматы,HeadHunter,,,
Data scientist Senior/Lead (HR-платформа),https://yaroslavl.hh.ru/vacancy/46793382?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Data Scientist в службу рекомендательных систем и улучшения качества поиска Яндекс.Маркета,https://yaroslavl.hh.ru/vacancy/45302142?from=vacancy_search_list&query=data%20scientist,Яндекс,https://hh.ru/employer/1740,"Москва, Арбатская и еще 2 ",HeadHunter,,,
Data Scientist (управление кредитным риском),https://yaroslavl.hh.ru/vacancy/45694394?from=vacancy_search_list&query=data%20scientist,ПАО Ростелеком,https://hh.ru/employer/2748,"Москва, Румянцево",HeadHunter,,,
Senior Data Scientist / старший программист-исследователь (Delivery Club),https://yaroslavl.hh.ru/vacancy/45360607?from=vacancy_search_list&query=data%20scientist,"Mail.ru Group, E-commerce",https://hh.ru/employer/15478?dpt=mailru-15478-pcom,"Москва, Аэропорт",HeadHunter,,,
Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/46357007?from=vacancy_search_list&query=data%20scientist,Kyivstar,https://hh.ru/employer/8708,"Киев, Берестейская",HeadHunter,,,
Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/42088120?from=vacancy_search_list&query=data%20scientist,Циан,https://hh.ru/employer/1429999,Санкт-Петербург,HeadHunter,,,
Big Data Engineer,https://yaroslavl.hh.ru/vacancy/46356877?from=vacancy_search_list&query=data%20scientist,Kyivstar,https://hh.ru/employer/8708,"Киев, Берестейская",HeadHunter,,,
Python Developer,https://yaroslavl.hh.ru/vacancy/46666091?from=vacancy_search_list&query=data%20scientist,LOOQME,https://hh.ru/employer/1369561,Киев,HeadHunter,,7000.0,USD
Аналитик данных / Data scientist (SIEM),https://yaroslavl.hh.ru/vacancy/39346771?from=vacancy_search_list&query=data%20scientist,"Программный Продукт, ИТ-компания",https://hh.ru/employer/2393,Москва,HeadHunter,,,
Senior Data Scientist (Департамент по работе с клиентами машиностроения),https://yaroslavl.hh.ru/vacancy/46680397?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Тeam lead команды (Big data),https://yaroslavl.hh.ru/vacancy/45945450?from=vacancy_search_list&query=data%20scientist,Банк ВТБ (ПАО),https://hh.ru/employer/4181,Москва,HeadHunter,,,
Биостатистик/Аналитик генетических данных (Data Scientist),https://yaroslavl.hh.ru/vacancy/46689181?from=vacancy_search_list&query=data%20scientist,"Мираторг, Агропромышленный холдинг",https://hh.ru/employer/17275,"Москва, Нахимовский проспект",HeadHunter,,,
Lead Data Scientist,https://yaroslavl.hh.ru/vacancy/46403576?from=vacancy_search_list&query=data%20scientist,Инфосистемы Джет,https://hh.ru/employer/3095,"Москва, Савеловская",HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/45838802?from=vacancy_search_list&query=data%20scientist,Кадровое агентство Алексея Сухорукова,https://hh.ru/employer/48184,Новосибирск,HeadHunter,70000.0,150000.0,руб.
Junior Product Analyst / Product Analyst,https://yaroslavl.hh.ru/vacancy/46433916?from=vacancy_search_list&query=data%20scientist,LC Group,https://hh.ru/employer/2994882,"Новосибирск, Октябрьская",HeadHunter,50000.0,100000.0,руб.
Data Scientist,https://yaroslavl.hh.ru/vacancy/45867011?from=vacancy_search_list&query=data%20scientist,ГКУ Инфогород,https://hh.ru/employer/2427329,Москва,HeadHunter,,,
Аналитик (Data Scientist),https://yaroslavl.hh.ru/vacancy/45892600?from=vacancy_search_list&query=data%20scientist,Полюс,https://hh.ru/employer/97839,Красноярск,HeadHunter,,,
Исследователь данных CVM,https://yaroslavl.hh.ru/vacancy/45903256?from=vacancy_search_list&query=data%20scientist,Банк Открытие,https://hh.ru/employer/23040,Москва,HeadHunter,,,
ML Engineer,https://yaroslavl.hh.ru/vacancy/46652183?from=vacancy_search_list&query=data%20scientist,"Wargaming, Moscow",https://hh.ru/employer/662769?dpt=662769-662769-moscow,Новосибирск,HeadHunter,,,
Data Scientist/Python Developer (remote),https://yaroslavl.hh.ru/vacancy/46674102?from=vacancy_search_list&query=data%20scientist,Nitka Technologies,https://hh.ru/employer/939874,Минск,HeadHunter,,,
Аналитик-разработчик / Data Scientist,https://yaroslavl.hh.ru/vacancy/46622304?from=vacancy_search_list&query=data%20scientist,Яндекс,https://hh.ru/employer/1740,Санкт-Петербург,HeadHunter,,,
Data engineer,https://yaroslavl.hh.ru/vacancy/46761168?from=vacancy_search_list&query=data%20scientist,Леруа Мерлен. Центральный офис,https://hh.ru/employer/8582?dpt=8582-8582-lmofis,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46417533?from=vacancy_search_list&query=data%20scientist,Нек. орг. Федеральный институт повышения квалификации,https://hh.ru/employer/2240630,Новосибирск,HeadHunter,,100000.0,руб.
Data Scientist,https://yaroslavl.hh.ru/vacancy/46631103?from=vacancy_search_list&query=data%20scientist,ЕВРАЗ. ИТ-специалисты,https://hh.ru/employer/19989?dpt=19989-19989-IT,Москва,HeadHunter,,,
Data Scientist / Machine Learning engineer,https://yaroslavl.hh.ru/vacancy/46646447?from=vacancy_search_list&query=data%20scientist,First Line Software,https://hh.ru/employer/638130,Санкт-Петербург,HeadHunter,,,
Аналитик-разработчик / Data Scientist,https://yaroslavl.hh.ru/vacancy/46622303?from=vacancy_search_list&query=data%20scientist,Яндекс,https://hh.ru/employer/1740,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46630629?from=vacancy_search_list&query=data%20scientist,ТОО Моторная компания «Астана-Моторс,https://hh.ru/employer/2072954,Алматы,HeadHunter,,,
Backend Data Engineer,https://yaroslavl.hh.ru/vacancy/46632681?from=vacancy_search_list&query=data%20scientist,"Wargaming, Moscow",https://hh.ru/employer/662769?dpt=662769-662769-moscow,Санкт-Петербург,HeadHunter,,,
Data Engineer,https://yaroslavl.hh.ru/vacancy/46619254?from=vacancy_search_list&query=data%20scientist,Сбер. IT,https://hh.ru/employer/3529?dpt=3529-3529-it,"Москва, Кутузовская",HeadHunter,,,
Senior Data Scientist/Team Lead Data Scientist,https://yaroslavl.hh.ru/vacancy/46583927?from=vacancy_search_list&query=data%20scientist,Национальный исследовательский университет Высшая школа экономики,https://hh.ru/employer/80981,Москва,HeadHunter,,300000.0,руб.
Senior Data Engineer,https://yaroslavl.hh.ru/vacancy/38324558?from=vacancy_search_list&query=data%20scientist,Циан,https://hh.ru/employer/1429999,"Москва, Преображенская площадь",HeadHunter,,,
Data scientist (Предиктивная аналитика),https://yaroslavl.hh.ru/vacancy/44199707?from=vacancy_search_list&query=data%20scientist,Аналитический центр при Правительстве Российской Федерации,https://hh.ru/employer/211052,Москва,HeadHunter,,,
Senior Machine Learning Engineer,https://yaroslavl.hh.ru/vacancy/46616059?from=vacancy_search_list&query=data%20scientist,ООО Каберг Шуц,https://hh.ru/employer/3692264,Казань,HeadHunter,200000.0,300000.0,руб.
Backend Data Engineer,https://yaroslavl.hh.ru/vacancy/46632679?from=vacancy_search_list&query=data%20scientist,"Wargaming, Moscow",https://hh.ru/employer/662769?dpt=662769-662769-moscow,Новосибирск,HeadHunter,,,
ML Engineer,https://yaroslavl.hh.ru/vacancy/46652184?from=vacancy_search_list&query=data%20scientist,"Wargaming, Moscow",https://hh.ru/employer/662769?dpt=662769-662769-moscow,Санкт-Петербург,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/39307094?from=vacancy_search_list&query=data%20scientist,ООО ЭдСервер,https://hh.ru/employer/3543358,"Санкт-Петербург, Петроградская",HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46618178?from=vacancy_search_list&query=data%20scientist,Единая Европа - Холдинг,https://hh.ru/employer/345,"Москва, Саларьево",HeadHunter,,,
Data Scientist (в Сочи),https://yaroslavl.hh.ru/vacancy/46585588?from=vacancy_search_list&query=data%20scientist,Сбер. Data Science,https://hh.ru/employer/3529?dpt=3529-3529-data,Санкт-Петербург,HeadHunter,,,
Data Scientist (в Сочи),https://yaroslavl.hh.ru/vacancy/46585589?from=vacancy_search_list&query=data%20scientist,Сбер. Data Science,https://hh.ru/employer/3529?dpt=3529-3529-data,Москва,HeadHunter,,,
Middle Data Scientist / ML-engineer (NLP),https://yaroslavl.hh.ru/vacancy/46556909?from=vacancy_search_list&query=data%20scientist,ООО РЕ:ПОИНТ,https://hh.ru/employer/1929522,Новосибирск,HeadHunter,100000.0,200000.0,руб.
Data scientist,https://yaroslavl.hh.ru/vacancy/46589962?from=vacancy_search_list&query=data%20scientist,Buyk,https://hh.ru/employer/5403422,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46200588?from=vacancy_search_list&query=data%20scientist,Admitad,https://hh.ru/employer/790022,"Москва, Дмитровская",HeadHunter,,,
Data Scientist (в Сочи),https://yaroslavl.hh.ru/vacancy/46585592?from=vacancy_search_list&query=data%20scientist,Сбер. Data Science,https://hh.ru/employer/3529?dpt=3529-3529-data,Нижний Новгород,HeadHunter,,,
DATA SCIENTIST,https://yaroslavl.hh.ru/vacancy/46041155?from=vacancy_search_list&query=data%20scientist,"«РОСБАНК, Societe Generale Group»",https://hh.ru/employer/599?dpt=rosbank-599-bezo,Самара,HeadHunter,,,
Data Scientist (в Сочи),https://yaroslavl.hh.ru/vacancy/46585590?from=vacancy_search_list&query=data%20scientist,Сбер. Data Science,https://hh.ru/employer/3529?dpt=3529-3529-data,Новосибирск,HeadHunter,,,
Data Scientist (в Сочи),https://yaroslavl.hh.ru/vacancy/46585591?from=vacancy_search_list&query=data%20scientist,Сбер. Data Science,https://hh.ru/employer/3529?dpt=3529-3529-data,Екатеринбург,HeadHunter,,,
Data Scientist (аналитик данных в области управления персоналом),https://yaroslavl.hh.ru/vacancy/46514431?from=vacancy_search_list&query=data%20scientist,ЭКОПСИ Консалтинг,https://hh.ru/employer/779,"Москва, Дмитровская",HeadHunter,,,
Data Scientist/Python Developer (remote),https://yaroslavl.hh.ru/vacancy/46595125?from=vacancy_search_list&query=data%20scientist,Nitka Technologies,https://hh.ru/employer/939874,Ижевск,HeadHunter,,,
Backend Data Engineer,https://yaroslavl.hh.ru/vacancy/46298231?from=vacancy_search_list&query=data%20scientist,"Wargaming, Moscow",https://hh.ru/employer/662769?dpt=662769-662769-moscow,Москва,HeadHunter,,,
Data Scientist/Python Developer (remote),https://yaroslavl.hh.ru/vacancy/46595178?from=vacancy_search_list&query=data%20scientist,Nitka Technologies,https://hh.ru/employer/939874,Самара,HeadHunter,,,
Data engineer,https://yaroslavl.hh.ru/vacancy/46623080?from=vacancy_search_list&query=data%20scientist,"ПАО МегаФон, IT",https://hh.ru/employer/3127?dpt=mgfn-3127-it,"Москва, Маяковская и еще 2 ",HeadHunter,,,
Аналитик данных (Data Scientist),https://yaroslavl.hh.ru/vacancy/46608474?from=vacancy_search_list&query=data%20scientist,ЗАО Группа компаний С7,https://hh.ru/employer/766468,Москва,HeadHunter,,,
Data scientist,https://yaroslavl.hh.ru/vacancy/46551380?from=vacancy_search_list&query=data%20scientist,Сбер. IT,https://hh.ru/employer/3529?dpt=3529-3529-it,"Москва, Тульская",HeadHunter,,,
Junior Data Scientist,https://yaroslavl.hh.ru/vacancy/45284100?from=vacancy_search_list&query=data%20scientist,ПАО Магнитогорский металлургический комбинат,https://hh.ru/employer/824486,Магнитогорск,HeadHunter,,,
Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/46578039?from=vacancy_search_list&query=data%20scientist,"BI GROUP, ТМ (ТОО BI Support)",https://hh.ru/employer/3793719,Нур-Султан,HeadHunter,,,
Data Scientist/Python Developer (remote),https://yaroslavl.hh.ru/vacancy/46595156?from=vacancy_search_list&query=data%20scientist,Nitka Technologies,https://hh.ru/employer/939874,Казань,HeadHunter,,,
"Data Scientist в генеративный CV (middle, remote)",https://yaroslavl.hh.ru/vacancy/46622553?from=vacancy_search_list&query=data%20scientist,Everypixel group,https://hh.ru/employer/573161,"Санкт-Петербург, Василеостровская",HeadHunter,,120000.0,руб.
Machine Learning Engineer oneDAL,https://yaroslavl.hh.ru/vacancy/46756920?from=vacancy_search_list&query=data%20scientist,Intel Corporation,https://hh.ru/employer/2716,"Москва, Крылатское",HeadHunter,,,
Data Scientist/Python Developer (remote),https://yaroslavl.hh.ru/vacancy/46595140?from=vacancy_search_list&query=data%20scientist,Nitka Technologies,https://hh.ru/employer/939874,Ростов-на-Дону,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46575267?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Екатеринбург,HeadHunter,,,
